vg,id_ref
0,1.62186996e-12
0.05,6.54471061e-12
0.1,2.63643892e-11
0.15,1.0597147e-10
0.2,4.2459398e-10
0.25,1.69233256e-09
0.3,6.68208495e-09
0.35,2.59200313e-08
0.4,9.72378112e-08
0.45,3.43611356e-07
0.5,1.10371035e-06
0.55,3.11358162e-06
0.6,7.55440494e-06
0.65,1.57263013e-05
0.7,2.85198569e-05
0.75,4.61759147e-05
0.8,6.84167144e-05
0.85,9.47085798e-05
0.9,0.000124468958
0.95,0.000157168751
1,0.000192361443
1.05,0.000229679524
1.1,0.000268821438
1.15,0.000309538232
1.2,0.000351622448
1.25,0.000394899456
1.3,0.000439220839
1.35,0.000484459344
1.4,0.00053050502
1.45,0.000577262219
1.5,0.00062464725
1.55,0.000672586511
1.6,0.000721014988
1.65,0.000769875032
1.7,0.00081911534
1.75,0.000868690121
1.8,0.000918558379
1.85,0.000968683317
1.9,0.00101903182
1.95,0.00106957403
2,0.00112028295
2.05,0.00117113412
2.1,0.00122210534
2.15,0.00127317643
2.2,0.00132432901
2.25,0.00137554627
2.3,0.00142681289
2.35,0.00147811481
2.4,0.00152943914
2.45,0.00158077406
2.5,0.00163210867
2.55,0.00168343296
2.6,0.00173473767
2.65,0.00178601428
2.7,0.00183725487
2.75,0.00188845216
2.8,0.00193959936
2.85,0.00199069018
2.9,0.0020417188
2.95,0.00209267978
3,0.00214356807
3.05,0.00219437896
3.1,0.00224510805
3.15,0.00229575123
3.2,0.00234630468
3.25,0.00239676479
3.3,0.00244712819
