vg,id_ref
0,5.49743902e-13
0.05,2.21870247e-12
0.1,8.94036334e-12
0.15,3.59573284e-11
0.2,1.44246578e-10
0.25,5.76384998e-10
0.3,2.28764145e-09
0.35,8.96764078e-09
0.4,3.4345271e-08
0.45,1.260959e-07
0.5,4.31633602e-07
0.55,1.33598458e-06
0.6,3.64268732e-06
0.65,8.57904533e-06
0.7,1.73775873e-05
0.75,3.07617641e-05
0.8,4.88199671e-05
0.85,7.12034453e-05
0.9,9.73813655e-05
0.95,0.000126809786
1,0.000159004368
1.05,0.000193556789
1.1,0.000230128646
1.15,0.00026843963
1.2,0.000308256077
1.25,0.000349381503
1.3,0.000391649163
1.35,0.000434916301
1.4,0.000479059715
1.45,0.000523972307
1.5,0.000569560386
1.55,0.000615741528
1.6,0.000662442853
1.65,0.000709599627
1.7,0.000757154112
1.75,0.000805054603
1.8,0.000853254626
1.85,0.000901712254
1.9,0.000950389525
1.95,0.00099925194
2,0.00104826803
2.05,0.00109740899
2.1,0.00114664833
2.15,0.00119596159
2.2,0.0012453261
2.25,0.00129472075
2.3,0.00134412574
2.35,0.00139352246
2.4,0.00144289327
2.45,0.00149222139
2.5,0.00154149069
2.55,0.00159068562
2.6,0.00163979103
2.65,0.00168879209
2.7,0.00173767412
2.75,0.00178642248
2.8,0.00183502249
2.85,0.00188345923
2.9,0.00193171748
2.95,0.00197978153
3,0.0020276351
3.05,0.00207526114
3.1,0.0021226417
3.15,0.00216975776
3.2,0.00221658909
3.25,0.00226311405
3.3,0.00230930944
