vg,id_ref
0.0,3.6086932e-13
0.05,1.35537629e-12
0.1,5.08913009e-12
0.15,1.9097839e-11
0.2,7.15907906e-11
0.25,2.67813476e-10
0.3,9.97924785e-10
0.35,3.69109899e-09
0.4,1.34701928e-08
0.45,4.80338547e-08
0.5,1.6525461e-07
0.55,5.42490316e-07
0.6,1.69038245e-06
0.65,4.91980279e-06
0.7,1.27398035e-05
0.75,2.79902772e-05
0.8,5.19639462e-05
0.85,8.39370826e-05
0.9,0.000122289943
0.95,0.000165503003
1.0,0.000212452729
1.05,0.000262347254
1.1,0.000314602823
1.15,0.000368757123
1.2,0.000424422732
1.25,0.000481264882
1.3,0.000538990915
1.35,0.000597344558
1.4,0.000656101877
1.45,0.000715067752
1.5,0.000774072544
1.55,0.000832968921
1.6,0.000891628917
1.65,0.000949941252
1.7,0.00100780895
1.75,0.00106514722
1.8,0.00112188164
