vg,id_ref
0,5.14565959e-09
0.05,2.05506506e-08
0.1,8.03501489e-08
0.15,3.02555749e-07
0.2,1.07223484e-06
0.25,3.49101766e-06
0.3,1.02518747e-05
0.35,2.65515924e-05
0.4,5.82541509e-05
0.45,0.000105503228
0.5,0.000160590672
0.55,0.000215021029
0.6,0.000264379996
0.65,0.000307563264
0.7,0.000344935443
0.75,0.000377283827
0.8,0.000405409193
0.85,0.000430005319
0.9,0.000451642975
0.95,0.000470784844
1,0.000487805907
1.05,0.000503011755
1.1,0.000516653319
1.15,0.000528938303
1.2,0.00054003997
1.25,0.000550103921
1.3,0.000559253357
1.35,0.000567593205
1.4,0.000575213376
1.45,0.000582191376
1.5,0.0005885944
