vg,id_ref
0,1.03816594e-07
0.05,3.91243982e-07
0.1,1.38801818e-06
0.15,4.52376606e-06
0.2,1.33091799e-05
0.25,3.47750493e-05
0.3,7.85536504e-05
0.35,0.000150593325
0.4,0.000247884301
0.45,0.00036227138
0.5,0.00048624556
0.55,0.000614975219
0.6,0.000745838323
0.65,0.000877513746
0.7,0.00100934647
0.75,0.00114100331
0.8,0.00127230474
0.85,0.00140314632
0.9,0.00153346239
0.95,0.00166320899
1,0.00179235543
1.05,0.00192087983
1.1,0.00204876649
1.15,0.00217600421
1.2,0.00230258518
1.25,0.0024285041
1.3,0.00255375759
1.35,0.00267834371
1.4,0.00280226162
1.45,0.00292551137
1.5,0.00304809362
