vg,id_ref
0,3.61774602e-14
0.05,1.43477272e-13
0.1,5.68524376e-13
0.15,2.24986014e-12
0.2,8.89059549e-12
0.25,3.50695405e-11
0.3,1.37993482e-10
0.35,5.40900292e-10
0.4,2.10617336e-09
0.45,8.10183231e-09
0.5,3.04661689e-08
0.55,1.09979838e-07
0.6,3.71266348e-07
0.65,1.13880539e-06
0.7,3.09528967e-06
0.75,7.3026712e-06
0.8,1.4854363e-05
0.85,2.64156089e-05
0.9,4.20927139e-05
0.95,6.1596776e-05
1,8.44674553e-05
1.05,0.000110225783
1.1,0.000138442388
1.15,0.000168754407
1.2,0.000200861091
1.25,0.000234513614
1.3,0.000269504928
1.35,0.000305661283
1.4,0.000342835541
1.45,0.000380901984
1.5,0.000419752325
1.55,0.000459292592
1.6,0.000499440712
1.65,0.00054012458
1.7,0.00058128053
1.75,0.000622852079
1.8,0.000664788911
1.85,0.000707046025
1.9,0.000749583023
1.95,0.000792363514
2,0.0008353546
2.05,0.00087852644
2.1,0.000921851873
2.15,0.00096530609
2.2,0.00100886635
2.25,0.00105251174
2.3,0.00109622292
2.35,0.001139982
2.4,0.00118377228
2.45,0.00122757816
2.5,0.00127138497
2.55,0.00131517888
2.6,0.0013589467
2.65,0.00140267589
2.7,0.00144635436
2.75,0.00148997044
2.8,0.00153351275
2.85,0.00157697012
2.9,0.00162033156
2.95,0.00166358609
3,0.00170672271
3.05,0.00174973032
3.1,0.0017925976
3.15,0.00183531296
3.2,0.00187786443
3.25,0.00192023954
3.3,0.00196242528
