x,y
0,8.84784349e-08
2e-12,1.22839877e-06
4e-12,1.2420075e-06
8e-12,1.26230171e-06
1.6e-11,1.30115337e-06
3.2e-11,1.41422557e-06
6.4e-11,1.83444911e-06
1.28e-10,5.14627191e-06
2.56e-10,7.42252196e-05
4.56e-10,0.000571189866
6.56e-10,0.00118217314
8.28e-10,0.00169802497
1e-09,0.00219990921
1.02e-09,0.00219819001
1.06e-09,0.002198187
1.14e-09,0.00219819001
1.3e-09,0.002198187
1.5e-09,0.00219819001
1.7e-09,0.002198187
1.9e-09,0.00219819001
2.1e-09,0.002198187
2.3e-09,0.00219819
2.5e-09,0.002198187
2.7e-09,0.00219819
2.9e-09,0.002198187
3.1e-09,0.00219819
3.3e-09,0.002198187
3.5e-09,0.00219819
3.7e-09,0.00219818701
3.9e-09,0.00219819
4.1e-09,0.00219818701
4.3e-09,0.00219819
4.5e-09,0.00219818701
4.7e-09,0.00219819
4.9e-09,0.00219818701
5.1e-09,0.00219819
5.3e-09,0.00219818701
5.5e-09,0.00219819
5.7e-09,0.00219818701
5.9e-09,0.00219819
6.1e-09,0.00219818701
6.3e-09,0.00219818999
6.5e-09,0.00219818701
6.7e-09,0.00219818999
6.9e-09,0.00219818701
7.1e-09,0.00219818999
7.3e-09,0.00219818701
7.5e-09,0.00219818999
7.7e-09,0.00219818702
7.9e-09,0.00219818999
8.1e-09,0.00219818702
8.3e-09,0.00219818999
8.5e-09,0.00219818702
8.7e-09,0.00219818999
8.9e-09,0.00219818702
9.1e-09,0.00219818999
9.3e-09,0.00219818702
9.5e-09,0.00219818999
9.7e-09,0.00219818702
9.9e-09,0.00219818999
1.01e-08,0.00219818702
1.03e-08,0.00219818998
1.05e-08,0.00219818702
1.07e-08,0.00219818998
1.09e-08,0.00219818702
1.11e-08,0.00219818998
1.13e-08,0.00219818702
1.15e-08,0.00219818998
1.17e-08,0.00219818703
1.19e-08,0.00219818998
1.21e-08,0.00219818703
1.23e-08,0.00219818998
1.25e-08,0.00219818703
1.27e-08,0.00219818998
1.29e-08,0.00219818703
1.31e-08,0.00219818998
1.33e-08,0.00219818703
1.35e-08,0.00219818998
1.37e-08,0.00219818703
1.39e-08,0.00219818997
1.41e-08,0.00219818703
1.43e-08,0.00219818997
1.45e-08,0.00219818703
1.47e-08,0.00219818997
1.49e-08,0.00219818703
1.51e-08,0.00219818997
1.53e-08,0.00219818704
1.55e-08,0.00219818997
1.57e-08,0.00219818704
1.59e-08,0.00219818997
1.61e-08,0.00219818704
1.63e-08,0.00219818997
1.65e-08,0.00219818704
1.67e-08,0.00219818997
1.69e-08,0.00219818704
1.71e-08,0.00219818997
1.73e-08,0.00219818704
1.75e-08,0.00219818997
1.77e-08,0.00219818704
1.79e-08,0.00219818996
1.81e-08,0.00219818704
1.83e-08,0.00219818996
1.85e-08,0.00219818704
1.87e-08,0.00219818996
1.89e-08,0.00219818704
1.91e-08,0.00219818996
1.93e-08,0.00219818705
1.95e-08,0.00219818996
1.97e-08,0.00219818705
1.99e-08,0.00219818996
2.01e-08,0.00219818705
2.03e-08,0.00219818996
2.05e-08,0.00219818705
2.07e-08,0.00219818996
2.09e-08,0.00219818705
2.11e-08,0.00219818996
2.13e-08,0.00219818705
2.15e-08,0.00219818996
2.17e-08,0.00219818705
2.19e-08,0.00219818995
2.21e-08,0.00219818705
2.23e-08,0.00219818995
2.25e-08,0.00219818705
2.27e-08,0.00219818995
2.29e-08,0.00219818705
2.31e-08,0.00219818995
2.33e-08,0.00219818706
2.35e-08,0.00219818995
2.37e-08,0.00219818706
2.39e-08,0.00219818995
2.41e-08,0.00219818706
2.43e-08,0.00219818995
2.45e-08,0.00219818706
2.47e-08,0.00219818995
2.49e-08,0.00219818706
2.51e-08,0.00219818995
2.53e-08,0.00219818706
2.55e-08,0.00219818995
2.57e-08,0.00219818706
2.59e-08,0.00219818994
2.61e-08,0.00219818706
2.63e-08,0.00219818994
2.65e-08,0.00219818706
2.67e-08,0.00219818994
2.69e-08,0.00219818706
2.71e-08,0.00219818994
2.73e-08,0.00219818707
2.75e-08,0.00219818994
2.77e-08,0.00219818707
2.79e-08,0.00219818994
2.81e-08,0.00219818707
2.83e-08,0.00219818994
2.85e-08,0.00219818707
2.87e-08,0.00219818994
2.89e-08,0.00219818707
2.91e-08,0.00219818994
2.93e-08,0.00219818707
2.95e-08,0.00219818994
2.97e-08,0.00219818707
2.99e-08,0.00219818993
3.01e-08,0.00219818707
3.03e-08,0.00219818993
3.05e-08,0.00219818707
3.07e-08,0.00219818993
3.09e-08,0.00219818707
3.11e-08,0.00219818993
3.13e-08,0.00219818708
3.15e-08,0.00219818993
3.17e-08,0.00219818708
3.19e-08,0.00219818993
3.21e-08,0.00219818708
3.23e-08,0.00219818993
3.25e-08,0.00219818708
3.27e-08,0.00219818993
3.29e-08,0.00219818708
3.31e-08,0.00219818993
3.33e-08,0.00219818708
3.35e-08,0.00219818993
3.37e-08,0.00219818708
3.39e-08,0.00219818992
3.41e-08,0.00219818708
3.43e-08,0.00219818992
3.45e-08,0.00219818708
3.47e-08,0.00219818992
3.49e-08,0.00219818708
3.51e-08,0.00219818992
3.53e-08,0.00219818709
3.55e-08,0.00219818992
3.57e-08,0.00219818709
3.59e-08,0.00219818992
3.61e-08,0.00219818709
3.63e-08,0.00219818992
3.65e-08,0.00219818709
3.67e-08,0.00219818992
3.69e-08,0.00219818709
3.71e-08,0.00219818992
3.73e-08,0.00219818709
3.75e-08,0.00219818992
3.77e-08,0.00219818709
3.79e-08,0.00219818991
3.81e-08,0.00219818709
3.83e-08,0.00219818991
3.85e-08,0.00219818709
3.87e-08,0.00219818991
3.89e-08,0.00219818709
3.91e-08,0.00219818991
3.93e-08,0.0021981871
3.95e-08,0.00219818991
3.97e-08,0.0021981871
3.99e-08,0.00219818991
4.01e-08,0.0021981871
4.03e-08,0.00219818991
4.05e-08,0.0021981871
4.07e-08,0.00219818991
4.09e-08,0.0021981871
4.11e-08,0.00219818991
4.13e-08,0.0021981871
4.15e-08,0.00219818991
4.17e-08,0.0021981871
4.19e-08,0.0021981899
4.21e-08,0.0021981871
4.23e-08,0.0021981899
4.25e-08,0.0021981871
4.27e-08,0.0021981899
4.29e-08,0.0021981871
4.31e-08,0.0021981899
4.33e-08,0.0021981871
4.35e-08,0.0021981899
4.37e-08,0.00219818711
4.39e-08,0.0021981899
4.41e-08,0.00219818711
4.43e-08,0.0021981899
4.45e-08,0.00219818711
4.47e-08,0.0021981899
4.49e-08,0.00219818711
4.51e-08,0.0021981899
4.53e-08,0.00219818711
4.55e-08,0.0021981899
4.57e-08,0.00219818711
4.59e-08,0.0021981899
4.61e-08,0.00219818711
4.63e-08,0.00219818989
4.65e-08,0.00219818711
4.67e-08,0.00219818989
4.69e-08,0.00219818711
4.71e-08,0.00219818989
4.73e-08,0.00219818711
4.75e-08,0.00219818989
4.77e-08,0.00219818712
4.79e-08,0.00219818989
4.81e-08,0.00219818712
4.83e-08,0.00219818989
4.85e-08,0.00219818712
4.87e-08,0.00219818989
4.89e-08,0.00219818712
4.91e-08,0.00219818989
4.93e-08,0.00219818712
4.95e-08,0.00219818989
4.97e-08,0.00219818712
4.99e-08,0.00219818989
5.01e-08,0.00219818712
5.03e-08,0.00219818988
5.05e-08,0.00219818712
5.07e-08,0.00219818988
5.085e-08,0.00219818712
5.1e-08,0.00219818988
5.102e-08,0.00213844287
5.106e-08,0.00202240465
5.114e-08,0.00178823202
5.13e-08,0.00131151063
5.15e-08,0.000701577793
5.17e-08,0.000144133721
5.185e-08,5.8776471e-06
5.2e-08,1.28111567e-06
5.202e-08,8.78580726e-08
5.206e-08,8.90982092e-08
5.214e-08,8.78588948e-08
5.23e-08,8.90978381e-08
5.25e-08,8.78591412e-08
5.27e-08,8.9097619e-08
5.29e-08,8.78593602e-08
5.31e-08,8.90974e-08
5.33e-08,8.78595792e-08
5.35e-08,8.90971812e-08
5.37e-08,8.7859798e-08
5.39e-08,8.90969623e-08
5.41e-08,8.78600168e-08
5.43e-08,8.90967436e-08
5.45e-08,8.78602355e-08
5.47e-08,8.90965249e-08
5.49e-08,8.78604542e-08
5.51e-08,8.90963063e-08
5.53e-08,8.78606728e-08
5.55e-08,8.90960877e-08
5.57e-08,8.78608913e-08
5.59e-08,8.90958692e-08
5.61e-08,8.78611097e-08
5.63e-08,8.90956508e-08
5.65e-08,8.78613281e-08
5.67e-08,8.90954325e-08
5.69e-08,8.78615464e-08
5.71e-08,8.90952142e-08
5.73e-08,8.78617647e-08
5.75e-08,8.9094996e-08
5.77e-08,8.78619828e-08
5.79e-08,8.90947779e-08
5.81e-08,8.78622009e-08
5.83e-08,8.90945598e-08
5.85e-08,8.78624189e-08
5.87e-08,8.90943418e-08
5.89e-08,8.78626369e-08
5.91e-08,8.90941239e-08
5.93e-08,8.78628548e-08
5.95e-08,8.9093906e-08
5.97e-08,8.78630726e-08
5.99e-08,8.90936883e-08
6.01e-08,8.78632904e-08
6.03e-08,8.90934705e-08
6.05e-08,8.7863508e-08
6.07e-08,8.90932529e-08
6.09e-08,8.78637257e-08
6.11e-08,8.90930353e-08
6.13e-08,8.78639432e-08
6.15e-08,8.90928178e-08
6.17e-08,8.78641607e-08
6.19e-08,8.90926004e-08
6.21e-08,8.78643781e-08
6.23e-08,8.9092383e-08
6.25e-08,8.78645954e-08
6.27e-08,8.90921657e-08
6.29e-08,8.78648127e-08
6.31e-08,8.90919485e-08
6.33e-08,8.78650299e-08
6.35e-08,8.90917313e-08
6.37e-08,8.7865247e-08
6.39e-08,8.90915142e-08
6.41e-08,8.7865464e-08
6.43e-08,8.90912972e-08
6.45e-08,8.7865681e-08
6.47e-08,8.90910803e-08
6.49e-08,8.78658979e-08
6.51e-08,8.90908634e-08
6.53e-08,8.78661148e-08
6.55e-08,8.90906466e-08
6.57e-08,8.78663316e-08
6.59e-08,8.90904298e-08
6.61e-08,8.78665483e-08
6.63e-08,8.90902131e-08
6.65e-08,8.78667649e-08
6.67e-08,8.90899965e-08
6.69e-08,8.78669815e-08
6.71e-08,8.908978e-08
6.73e-08,8.7867198e-08
6.75e-08,8.90895635e-08
6.77e-08,8.78674144e-08
6.79e-08,8.90893471e-08
6.81e-08,8.78676308e-08
6.83e-08,8.90891308e-08
6.85e-08,8.78678471e-08
6.87e-08,8.90889146e-08
6.89e-08,8.78680633e-08
6.91e-08,8.90886984e-08
6.93e-08,8.78682794e-08
6.95e-08,8.90884823e-08
6.97e-08,8.78684955e-08
6.99e-08,8.90882662e-08
7.01e-08,8.78687115e-08
7.03e-08,8.90880502e-08
7.05e-08,8.78689275e-08
7.07e-08,8.90878343e-08
7.09e-08,8.78691434e-08
7.11e-08,8.90876185e-08
7.13e-08,8.78693592e-08
7.15e-08,8.90874027e-08
