vg,id_ref
0,9.11203141e-12
0.05,3.73898403e-11
0.1,1.53010733e-10
0.15,6.23624359e-10
0.2,2.52418746e-09
0.25,1.00879857e-08
0.3,3.93620142e-08
0.35,1.46981064e-07
0.4,5.09937042e-07
0.45,1.59078032e-06
0.5,4.34247186e-06
0.55,1.01835082e-05
0.6,2.04877388e-05
0.65,3.60142196e-05
0.7,5.68006983e-05
0.75,8.24092052e-05
0.8,0.000112217819
0.85,0.000145605116
0.9,0.000182024882
0.95,0.000221019949
1,0.000262213029
1.05,0.000305292425
1.1,0.000349998775
1.15,0.000396114277
1.2,0.000443454296
1.25,0.000491860916
1.3,0.000541197978
1.35,0.000591347235
1.4,0.000642205343
1.45,0.00069368147
1.5,0.000745695381
1.55,0.000798175873
1.6,0.000851059491
1.65,0.000904289449
1.7,0.000957814738
1.75,0.00101158936
1.8,0.00106557166
1.85,0.0011197238
1.9,0.00117401124
1.95,0.00122840233
2,0.00128286792
2.05,0.00133738108
2.1,0.00139191676
2.15,0.00144645155
2.2,0.00150096345
2.25,0.00155543164
2.3,0.00160983632
2.35,0.00166415845
2.4,0.00171837968
2.45,0.00177248211
2.5,0.00182644813
2.55,0.00188026031
2.6,0.0019339012
2.65,0.0019873532
2.7,0.00204059836
2.75,0.00209361825
2.8,0.00214639376
2.85,0.0021989049
2.9,0.00225113065
2.95,0.00230304872
3,0.00235463535
3.05,0.00240586506
3.1,0.00245671049
3.15,0.00250714211
3.2,0.0025571281
3.25,0.00260663411
3.3,0.00265562324
