vg,id_ref
0,2.63151015e-12
0.05,1.08023013e-11
0.1,4.42424771e-11
0.15,1.80623649e-10
0.2,7.33662165e-10
0.25,2.95340878e-09
0.3,1.1693969e-08
0.35,4.49223977e-08
0.4,1.63961601e-07
0.45,5.55037672e-07
0.5,1.70224966e-06
0.55,4.58038555e-06
0.6,1.04625975e-05
0.65,2.01802124e-05
0.7,3.35291655e-05
0.75,4.94172752e-05
0.8,6.66040973e-05
0.85,8.42189039e-05
0.9,0.000101770487
0.95,0.000119001932
1,0.000135783184
1.05,0.000152051845
1.1,0.00016778213
1.15,0.000182968422
1.2,0.000197616323
1.25,0.000211737663
1.3,0.000225347644
1.35,0.000238463181
1.4,0.00025110192
1.45,0.000263281659
1.5,0.000275019998
1.55,0.000286334135
1.6,0.000297240748
1.65,0.000307755926
1.7,0.000317895142
1.75,0.000327673242
1.8,0.000337104447
1.85,0.000346202363
1.9,0.000354980005
1.95,0.000363449809
2,0.000371623661
2.05,0.000379512916
2.1,0.000387128424
2.15,0.00039448055
2.2,0.000401579199
2.25,0.00040843384
2.3,0.000415053522
2.35,0.000421446897
2.4,0.000427622242
2.45,0.000433587474
2.5,0.000439350168
2.55,0.000444917575
2.6,0.00045029664
2.65,0.000455494011
2.7,0.000460516059
2.75,0.000465368891
2.8,0.000470058359
2.85,0.000474590077
2.9,0.000478969429
2.95,0.00048320158
3,0.00048729149
3.05,0.000491243919
3.1,0.00049506344
3.15,0.000498754446
3.2,0.000502321158
3.25,0.000505767634
3.3,0.000509097774
