vg,id_ref
0,4.48597137e-10
0.05,2.09469014e-09
0.1,9.61764845e-09
0.15,4.28070174e-08
0.2,1.79940504e-07
0.25,6.89308825e-07
0.3,2.33334764e-06
0.35,6.89124864e-06
0.4,1.75967121e-05
0.45,3.82865252e-05
0.5,7.10435002e-05
0.55,0.000115121866
0.6,0.000168240195
0.65,0.0002280963
0.7,0.000292930829
0.75,0.000361501761
0.8,0.000432925099
0.85,0.000506545888
0.9,0.000581858045
0.95,0.000658457611
1,0.000736014859
1.05,0.000814256529
1.1,0.000892953581
1.15,0.000971912162
1.2,0.00105096657
1.25,0.00112997357
1.3,0.00120880765
1.35,0.00128735689
1.4,0.00136551929
1.45,0.00144319929
1.5,0.00152030436
1.55,0.00159674147
1.6,0.0016724132
1.65,0.00174721348
1.7,0.00182102268
1.75,0.00189370223
1.8,0.00196508895
