vg,id_ref
0,2.80537598e-09
0.05,1.29043695e-08
0.1,5.75833037e-08
0.15,2.42917464e-07
0.2,9.33784431e-07
0.25,3.15916452e-06
0.3,9.23943879e-06
0.35,2.31198648e-05
0.4,4.89978739e-05
0.45,8.85493936e-05
0.5,0.000140217759
0.55,0.0002010679
0.6,0.000268457239
0.65,0.000340503295
0.7,0.000415946279
0.75,0.000493924921
0.8,0.000573818301
0.85,0.00065515452
0.9,0.000737560521
0.95,0.00082073377
1,0.000904425115
1.05,0.000988427461
1.1,0.00107256771
1.15,0.00115670065
1.2,0.00124070427
1.25,0.00132447588
1.3,0.00140792912
1.35,0.00149099138
1.4,0.00157360176
1.45,0.00165570934
1.5,0.00173727169
1.55,0.00181825371
1.6,0.00189862651
1.65,0.00197836659
1.7,0.00205745504
1.75,0.00213587686
1.8,0.00221362042
