vg,id_ref
0,7.12204126e-11
0.05,3.34495165e-10
0.1,1.5563434e-09
0.15,7.11684494e-09
0.2,3.14684257e-08
0.25,1.30953941e-07
0.3,4.96017759e-07
0.35,1.67102922e-06
0.4,4.97222736e-06
0.45,1.28132434e-05
0.5,2.75010778e-05
0.55,4.85098059e-05
0.6,7.28155964e-05
0.65,9.77557561e-05
0.7,0.000121928081
0.75,0.000144764311
0.8,0.000166094619
0.85,0.000185916723
0.9,0.000204293422
0.95,0.000221310041
1,0.000237057192
1.05,0.000251623875
1.1,0.000265094759
1.15,0.000277549222
1.2,0.000289061125
1.25,0.000299698916
1.3,0.000309525877
1.35,0.000318600447
1.4,0.000326976551
1.45,0.000334703939
1.5,0.000341828513
1.55,0.000348392635
1.6,0.000354435414
1.65,0.000359992973
1.7,0.000365098699
1.75,0.000369783465
1.8,0.000374075839
