vg,id_ref
0,1.92499243e-13
0.05,7.04058255e-13
0.1,2.57448317e-12
0.15,9.40990492e-12
0.2,3.43657942e-11
0.25,1.25312944e-10
0.3,4.55615286e-10
0.35,1.64754198e-09
0.4,5.89874762e-09
0.45,2.07553421e-08
0.5,7.10007986e-08
0.55,2.33389223e-07
0.6,7.32205751e-07
0.65,2.18167072e-06
0.7,6.00418812e-06
0.75,1.448326e-05
0.8,2.96847409e-05
0.85,5.22328126e-05
0.9,8.14214649e-05
0.95,0.000116086834
1,0.000155181101
1.05,0.000197906766
1.1,0.000243663247
1.15,0.000291971324
1.2,0.000342422955
1.25,0.000394655708
1.3,0.000448341733
1.35,0.00050318345
1.4,0.000558911665
1.45,0.000615284156
1.5,0.000672084087
1.55,0.000729118114
1.6,0.000786214296
1.65,0.000843219918
1.7,0.000899999348
1.75,0.000956431993
1.8,0.00101241039
