x,y
0,1.62186996e-12
2e-12,3.19589521e-06
4e-12,3.20921875e-06
8e-12,3.24951045e-06
1.6e-11,3.29128346e-06
3.2e-11,3.4234693e-06
6.4e-11,3.72839249e-06
1.28e-10,5.43128892e-06
2.56e-10,0.000103405989
4.56e-10,0.000639528669
6.56e-10,0.00130029627
8.28e-10,0.0018807494
1e-09,0.00245907065
1.02e-09,0.00244712819
1.06e-09,0.00244712819
1.14e-09,0.00244712819
1.3e-09,0.00244712819
1.5e-09,0.00244712819
1.7e-09,0.00244712819
1.9e-09,0.00244712819
2.1e-09,0.00244712819
2.3e-09,0.00244712819
2.5e-09,0.00244712819
2.7e-09,0.00244712819
2.9e-09,0.00244712819
3.1e-09,0.00244712819
3.3e-09,0.00244712819
3.5e-09,0.00244712819
3.7e-09,0.00244712819
3.9e-09,0.00244712819
4.1e-09,0.00244712819
4.3e-09,0.00244712819
4.5e-09,0.00244712819
4.7e-09,0.00244712819
4.9e-09,0.00244712819
5.1e-09,0.00244712819
5.3e-09,0.00244712819
5.5e-09,0.00244712819
5.7e-09,0.00244712819
5.9e-09,0.00244712819
6.1e-09,0.00244712819
6.3e-09,0.00244712819
6.5e-09,0.00244712819
6.7e-09,0.00244712819
6.9e-09,0.00244712819
7.1e-09,0.00244712819
7.3e-09,0.00244712819
7.5e-09,0.00244712819
7.7e-09,0.00244712819
7.9e-09,0.00244712819
8.1e-09,0.00244712819
8.3e-09,0.00244712819
8.5e-09,0.00244712819
8.7e-09,0.00244712819
8.9e-09,0.00244712819
9.1e-09,0.00244712819
9.3e-09,0.00244712819
9.5e-09,0.00244712819
9.7e-09,0.00244712819
9.9e-09,0.00244712819
1.01e-08,0.00244712819
1.03e-08,0.00244712819
1.05e-08,0.00244712819
1.07e-08,0.00244712819
1.09e-08,0.00244712819
1.11e-08,0.00244712819
1.13e-08,0.00244712819
1.15e-08,0.00244712819
1.17e-08,0.00244712819
1.19e-08,0.00244712819
1.21e-08,0.00244712819
1.23e-08,0.00244712819
1.25e-08,0.00244712819
1.27e-08,0.00244712819
1.29e-08,0.00244712819
1.31e-08,0.00244712819
